stimStart,ButtonPressed,Value,TargetTime
423.9786378480003,430.62126825499945,0.0,428.1032353439996
431.9790042329996,438.63858934200016,0.0,
431.9790042329996,438.63858934200016,0.0,
439.97791433899965,446.48835480100024,0.0,
439.97791433899965,446.48835480100024,0.0,
447.977976702,452.0214410009994,1.0,451.3525325370001
447.977976702,452.0214410009994,1.0,451.3525325370001
11.999978924999596,15.260800826999912,1.0,
16.00012179300029,17.345052401999965,1.0,
20.000036880999687,21.110112901999855,1.0,
24.00050519599972,24.98433785999987,1.0,
27.99990919999982,28.91484541800037,1.0,
32.000869352000336,33.048435333999805,1.0,
35.99855177900008,37.360358594999525,1.0,
40.00091077399975,40.99707438099995,1.0,
48.001003888000014,49.61571421999997,1.0,
52.00182415800009,53.07458123400011,1.0,
56.00180307200026,57.10399436900025,1.0,
60.00199234699994,61.15728751899951,1.0,
64.00209827700019,65.05442701599986,1.0,
68.00245343899951,69.22827801400035,1.0,
72.00254627899994,74.13491544399949,1.0,
80.00200308799958,80.84406631099955,1.0,
84.00551097700009,85.01736434800023,1.0,
88.00481661699996,89.28797530300017,1.0,
92.00506674499957,93.2330580150001,1.0,
96.0022974450003,96.90083108500039,1.0,
100.0047993749995,100.94214392100002,1.0,
104.00332152600004,105.07330375400034,1.0,
112.003777033,113.09468300899971,1.0,
116.0036407409998,117.00028682900029,1.0,
120.00314325,120.91897274300027,1.0,
124.00282417200015,125.96007842299969,1.0,
128.00402948200008,128.94049681399974,1.0,
132.00263090499993,132.78807135900024,1.0,
136.0034871480002,136.92410382599974,1.0,
140.0028123000002,140.82678021100037,1.0,
144.00435989699963,145.06556163299956,1.0,
148.0021528799998,149.12163891700038,1.0,
152.00479240599998,152.95405616799962,1.0,
156.00204282599952,157.02342908799983,1.0,
164.00144833800005,165.44107336399975,1.0,
168.00491534399953,169.0046368889998,1.0,
172.00159182399966,172.7872736999998,1.0,
176.00512245899972,177.09814763699978,1.0,
180.00068144600027,180.81299981600023,1.0,
184.00566071199955,185.08066654199956,1.0,
188.0007969340004,188.98807665099957,1.0,
195.99948682000013,197.18566563399963,1.0,
200.00054542399994,,,
203.99951695900018,205.11867960400014,1.0,
208.00052398000025,209.00470960199982,1.0,
211.99875306400008,213.29456814100013,1.0,
215.99979980300031,217.27062294499956,1.0,
219.99910306099991,221.0165198579998,1.0,
11.998141111000223,13.75229897600002,0.0,
15.999243706000016,16.877341923999666,0.0,
19.998045425999408,20.61359560999972,1.0,
23.99899970200022,25.12645735299975,0.0,
27.997162624999874,29.01077019999957,1.0,
31.997976505000224,32.93838337800025,0.0,
36.00593104800009,36.994549752999774,0.0,
40.00861460299984,40.995931659000235,1.0,
44.00489802900029,45.21430096699987,0.0,
52.005211378999775,53.17837139099993,0.0,
56.00585929599947,56.91960837099941,1.0,
60.00451869999961,61.18326176499977,0.0,
64.00521046799986,64.97650622699985,0.0,
68.00441024999964,68.9194450240002,1.0,
72.00446266600011,72.82121425199966,1.0,
76.00390011299987,76.89576996999949,1.0,
84.0032025190003,84.95250975399995,0.0,
88.0039471909995,88.83372702399993,1.0,
92.0031257569999,92.83804605000023,1.0,
96.00328066200018,96.76601653099988,1.0,
100.00327696400018,101.06428911500007,0.0,
104.00326635700003,104.9912002430001,1.0,
108.0022903629997,109.05500069200025,0.0,
116.00197913200009,117.17145104700012,1.0,
120.00203221399988,120.97831301199949,1.0,
124.00158062799983,125.0161757119995,0.0,
128.002424624,128.88936054500027,0.0,
132.00066143299955,133.1821751769994,1.0,
136.0014488529996,136.84454954400007,0.0,
140.00117674899957,140.9921397629996,0.0,
148.00902988500002,149.01642542299942,1.0,
152.00901954399978,152.99902137299978,1.0,
156.00786439999956,156.93464144999962,0.0,
160.00914371499948,161.27693820399963,1.0,
164.0080685719995,164.95035904899942,0.0,
168.00822327599963,169.40319299699968,1.0,
172.00725013800002,173.3890006470001,1.0,
180.00787303699963,180.8477473539997,1.0,
184.00775766399966,185.17619916399963,1.0,
188.00630694600022,188.81583016700006,0.0,
192.0075237760002,192.9312375419995,1.0,
196.00633301400012,197.29315737900015,0.0,
200.00750184000026,201.38906399200005,0.0,
204.00617226299983,205.3886466519998,0.0,
208.00660753600005,209.94262413700017,0.0,
212.00596796399986,212.91523528000016,1.0,
216.00587900899973,217.0266038509999,0.0,
220.0053974579996,221.45237020199966,1.0,
15.99875360599981,21.50207638199936,1.0,20.373576168999534
15.99875360599981,21.50207638199936,1.0,20.373576168999534
23.999092801999723,30.939427760999934,0.0,
23.999092801999723,30.939427760999934,0.0,
31.998429528999623,36.02264281799944,1.0,35.372593914999925
31.998429528999623,36.02264281799944,1.0,35.372593914999925
39.99835032299961,46.8688348809992,0.0,
39.99835032299961,46.8688348809992,0.0,
47.99750246599979,55.90476690199921,1.0,52.62239161499929
47.99750246599979,55.90476690199921,1.0,52.62239161499929
63.99701151699992,70.61677939299989,0.0,
63.99701151699992,70.61677939299989,0.0,
71.99617492099969,78.52906183699997,0.0,75.99553621999985
71.99617492099969,78.52906183699997,0.0,75.99553621999985
79.99626959599937,83.97447211799954,1.0,83.24475164299929
79.99626959599937,83.97447211799954,1.0,83.24475164299929
87.99565514000005,94.5373595609999,1.0,93.74516582099932
87.99565514000005,94.5373595609999,1.0,93.74516582099932
95.99482833399998,102.09145289999924,1.0,101.49428810099926
95.99482833399998,102.09145289999924,1.0,101.49428810099926
111.99274425799922,118.69964515099946,0.0,
111.99274425799922,118.69964515099946,0.0,
119.99241670799984,126.46403263799948,1.0,125.74265774399919
119.99241670799984,126.46403263799948,1.0,125.74265774399919
127.99374506799995,132.63654222099922,1.0,131.99264990999927
127.99374506799995,132.63654222099922,1.0,131.99264990999927
135.99277953299952,140.22488289099965,1.0,139.4930262559992
135.99277953299952,140.22488289099965,1.0,139.4930262559992
143.99281430799965,148.03874428799918,1.0,147.37584702599997
143.99281430799965,148.03874428799918,1.0,147.37584702599997
151.9915893569996,156.52828589299952,0.0,
151.9915893569996,156.52828589299952,0.0,
159.9938817529992,166.6661353059999,0.0,
159.9938817529992,166.6661353059999,0.0,
175.9949214139997,182.55486303699945,0.0,
175.9949214139997,182.55486303699945,0.0,
183.99447236699962,188.2746638489998,1.0,187.62320407699917
183.99447236699962,188.2746638489998,1.0,187.62320407699917
191.99518038299993,198.9785694309994,0.0,
191.99518038299993,198.9785694309994,0.0,
199.99475702199925,206.97140575699996,0.0,
199.99475702199925,206.97140575699996,0.0,
207.9973004779995,214.7927506979995,0.0,
207.9973004779995,214.7927506979995,0.0,
215.99590242999966,220.53718688799927,1.0,219.87183269399975
215.99590242999966,220.53718688799927,1.0,219.87183269399975
223.99628174899954,230.64849796999988,0.0,
223.99628174899954,230.64849796999988,0.0,
239.99607003099936,246.8214753959992,0.0,
239.99607003099936,246.8214753959992,0.0,
247.99569288199928,254.52253154899972,0.0,
247.99569288199928,254.52253154899972,0.0,
255.9949994389999,262.1968682529996,1.0,261.6197950699998
255.9949994389999,262.1968682529996,1.0,261.6197950699998
263.9955243059994,271.01396266399934,0.0,
263.9955243059994,271.01396266399934,0.0,
271.99477346299955,277.01961418299925,1.0,276.4945632809995
271.99477346299955,277.01961418299925,1.0,276.4945632809995
279.99444770099944,283.9545445099993,1.0,283.24375126999985
279.99444770099944,283.9545445099993,1.0,283.24375126999985
295.99382914599937,299.721557371,1.0,298.99370880699917
295.99382914599937,299.721557371,1.0,298.99370880699917
303.9929768559996,308.4795109609995,1.0,307.8679447559998
303.9929768559996,308.4795109609995,1.0,307.8679447559998
311.99297997599933,318.6447817779999,0.0,
311.99297997599933,318.6447817779999,0.0,
319.9926949649998,326.7208165329994,0.0,
319.9926949649998,326.7208165329994,0.0,
327.99263936199986,333.80909525399966,1.0,333.2417789459996
327.99263936199986,333.80909525399966,1.0,333.2417789459996
343.99182817199926,347.90474296699995,1.0,347.2497356849999
343.99182817199926,347.90474296699995,1.0,347.2497356849999
351.99136593799994,358.5062361299997,0.0,356.36567276000005
351.99136593799994,358.5062361299997,0.0,356.36567276000005
359.9911797199993,366.664254628,0.0,
359.9911797199993,366.664254628,0.0,
367.9902954909994,373.38813048799966,1.0,372.73981378499957
367.9902954909994,373.38813048799966,1.0,372.73981378499957
375.98969412299994,382.7218254519994,0.0,
375.98969412299994,382.7218254519994,0.0,
383.99008211899945,390.58355750400005,0.0,
383.99008211899945,390.58355750400005,0.0,
399.9884379819996,406.27544629099975,1.0,
399.9884379819996,406.27544629099975,1.0,
407.98874884699944,414.64473634099977,0.0,
407.98874884699944,414.64473634099977,0.0,
415.98764840700005,423.45863336599996,1.0,420.8630022649995
415.98764840700005,423.45863336599996,1.0,420.8630022649995
423.9876703489999,430.58685833799973,0.0,
423.9876703489999,430.58685833799973,0.0,
431.9877170179998,438.52804135399947,0.0,
431.9877170179998,438.52804135399947,0.0,
439.9861869899996,445.2249609339997,1.0,444.48662698599946
439.9861869899996,445.2249609339997,1.0,444.48662698599946
447.9856795959995,454.4775524449997,0.0,
447.9856795959995,454.4775524449997,0.0,
11.998759522999535,13.436640308000278,1.0,
15.998367694999615,16.964390778999586,1.0,
19.99812769500022,21.527592438000283,1.0,
23.998187274000884,24.980560818999948,1.0,
27.997471074000714,28.89247482599967,1.0,
31.99779246000071,33.072092196000085,1.0,
35.99661515000116,36.86651205199996,1.0,
39.998308463000285,42.48542441800055,0.0,
43.996532299001046,45.987333360000775,1.0,
51.99689671800115,53.175309543001276,1.0,
55.99632176100022,57.12882483300018,1.0,
59.995506594999824,61.88566662999983,1.0,
63.99552322599993,65.4108121320005,1.0,
67.9955170510002,68.91497307400095,1.0,
71.9948305300004,72.79021731800094,1.0,
75.99526959200011,77.20077332999972,1.0,
83.99470244400072,85.56092826300119,1.0,
87.99437015600051,89.1546686620004,1.0,
91.99490928399973,93.4705364649999,1.0,
95.9941397929997,97.10234126400064,1.0,
99.99398186899998,100.62285836800038,1.0,
103.9935718960005,105.0206018379995,1.0,
107.99418804900051,108.94738391700048,1.0,
115.99348152099992,116.6362393319996,1.0,
119.99334148300113,120.89500489700004,1.0,
123.99263568300012,124.86098462700102,1.0,
127.99261825900066,129.11346191700068,1.0,
131.99029693500052,132.93347415300013,1.0,
135.9927038750011,136.90966129400113,1.0,
139.99149654400026,141.23081311100032,1.0,
147.9902488509997,148.90955772599955,1.0,
151.9905825269998,152.92403959200055,1.0,
155.99096816200108,156.85278758800087,1.0,
159.99076225600038,160.72191195699997,1.0,
163.9906754950007,165.80464753300112,1.0,
167.9914202079999,170.292238162001,0.0,
171.99035263100086,174.1784861970009,1.0,
179.9905961780005,182.24797433999993,0.0,
183.98997382900052,184.91923946600036,1.0,
187.99038026900053,189.1342783380005,1.0,
191.98997027800033,193.09575345200028,1.0,
195.99000593799974,198.5124288930001,0.0,
199.98937164500057,200.9470826880006,1.0,
203.98942838199946,205.54371667899977,1.0,
207.9893735580008,209.0099293229996,1.0,
211.98859894999987,212.95690635400024,1.0,
215.98888908200024,217.08409134300018,1.0,
219.98846253900047,220.61757604600098,1.0,
11.998246632998416,14.179138346999025,0.0,
15.99865642399891,17.82493154199983,0.0,
19.99767175299894,21.92756426899905,1.0,
23.99667412599956,25.201911222999115,1.0,
27.996562464999442,29.926048927998636,1.0,
31.997217866999563,32.98603676499988,1.0,
35.99677441699896,37.19636700299998,0.0,
39.99594969099962,41.74030977399889,0.0,
43.996572542999274,45.271404963999885,1.0,
51.99571015199945,54.21401545499975,0.0,
55.99518401899877,56.8836683849986,1.0,
59.995743450999726,61.956398102000094,0.0,
63.99490512699958,66.42103091299941,0.0,
67.99541176999992,69.07759285299835,1.0,
71.9947084129999,73.89601767599925,0.0,
75.99500263599839,77.02816044599967,1.0,
83.9944815609997,85.4176864839992,0.0,
87.99393752499964,88.94863964799879,1.0,
91.99390646799839,93.3926406949995,1.0,
95.99360910299947,96.95109221299936,1.0,
99.99420045599982,102.28817891799918,0.0,
103.9933754169997,105.63920315499854,0.0,
107.99324302499917,109.75994457099841,0.0,
111.99289794600008,113.44224160099839,0.0,
115.99272933099928,117.08622432599986,1.0,
123.98992349999935,125.94754050799929,1.0,
127.99003724999966,129.19814832799966,0.0,
131.99216410999907,132.8975654549995,1.0,
135.99090284499835,137.06310460299937,1.0,
139.9910305579997,141.12037477800004,1.0,
143.99094580099882,144.86150544999873,0.0,
147.99111688399898,148.90263332599898,0.0,
151.99073687799864,153.29101618299865,0.0,
155.9906812219997,157.7971897899988,0.0,
163.99031500699857,166.72182588599935,1.0,
167.99069716199847,169.96611287499945,0.0,
171.99081797799954,173.8379927219994,1.0,
175.98953609599994,176.95624542899895,1.0,
179.9902912259986,182.24932871700003,0.0,
183.98978615399938,184.83554861499942,1.0,
187.98972738299926,189.55796787799954,1.0,
195.98960005799927,198.16038500399918,0.0,
199.98942010799874,201.46028380999996,0.0,
203.98819456699857,205.23356159600007,1.0,
207.98839668399887,209.13850443799856,0.0,
211.98857308599872,213.05188809099855,0.0,
215.98858647999987,217.24974876799934,0.0,
219.98829265199856,221.2556534989999,1.0,
15.998749426000359,22.58611563500017,0.0,
15.998749426000359,22.58611563500017,0.0,
23.998821335000684,30.633312313000715,0.0,27.747449573000267
23.998821335000684,30.633312313000715,0.0,27.747449573000267
31.997701828999197,38.54779065599905,1.0,37.7471064679994
31.997701828999197,38.54779065599905,1.0,37.7471064679994
39.997186726999644,46.60485571400022,0.0,
39.997186726999644,46.60485571400022,0.0,
55.99656412500008,60.42404467699998,1.0,59.86918202900051
55.99656412500008,60.42404467699998,1.0,59.86918202900051
63.996843652999814,69.21453303399903,1.0,68.49583522099965
63.996843652999814,69.21453303399903,1.0,68.49583522099965
71.99512380700071,76.14980171699972,1.0,75.62026137400062
71.99512380700071,76.14980171699972,1.0,75.62026137400062
79.99548229900029,86.7195772239993,0.0,
79.99548229900029,86.7195772239993,0.0,
87.99412503200074,93.55686341100045,1.0,92.99493172199982
87.99412503200074,93.55686341100045,1.0,92.99493172199982
95.99382916499962,102.41239818800022,0.0,
95.99382916499962,102.41239818800022,0.0,
103.99352953400012,110.51047863500025,0.0,
103.99352953400012,110.51047863500025,0.0,
120.0019113060007,126.5294730250007,0.0,
120.0019113060007,126.5294730250007,0.0,
128.0023090809991,134.49347302800015,0.0,
128.0023090809991,134.49347302800015,0.0,
136.00151995499982,142.51945521500056,0.0,140.25093515300068
136.00151995499982,142.51945521500056,0.0,140.25093515300068
144.00163801999952,150.52789684299933,0.0,
144.00163801999952,150.52789684299933,0.0,
152.0007053600002,157.3438261680003,1.0,156.7496802679998
152.0007053600002,157.3438261680003,1.0,156.7496802679998
160.00111077200017,166.62995142900036,1.0,165.7492640569999
160.00111077200017,166.62995142900036,1.0,165.7492640569999
175.99835907499983,181.5719614640002,1.0,180.7483839079996
175.99835907499983,181.5719614640002,1.0,180.7483839079996
183.9982006299997,191.08289428399985,0.0,
183.9982006299997,191.08289428399985,0.0,
191.99866746499902,198.19046840699957,1.0,197.12316712999927
191.99866746499902,198.19046840699957,1.0,197.12316712999927
199.99796348900054,205.11037363099967,1.0,204.37232971699996
199.99796348900054,205.11037363099967,1.0,204.37232971699996
207.99711876500078,214.94123441100055,0.0,
207.99711876500078,214.94123441100055,0.0,
215.9970641079999,222.57864137099932,0.0,
215.9970641079999,222.57864137099932,0.0,
223.99681412499922,229.2735012840003,1.0,228.621012272999
223.99681412499922,229.2735012840003,1.0,228.621012272999
239.996047998,246.5431794619999,0.0,
239.996047998,246.5431794619999,0.0,
247.99504195100053,254.15619415000037,1.0,253.49551067600078
247.99504195100053,254.15619415000037,1.0,253.49551067600078
255.99517814299907,260.97901020099926,1.0,259.994573345999
255.99517814299907,260.97901020099926,1.0,259.994573345999
263.99506426900007,269.8023810399991,1.0,269.1198326060003
263.99506426900007,269.8023810399991,1.0,269.1198326060003
271.99481920499966,278.53633998700025,0.0,
271.99481920499966,278.53633998700025,0.0,
279.99352860699946,287.2839218320005,0.0,
279.99352860699946,287.2839218320005,0.0,
295.9933552780003,302.2075456950006,1.0,301.617784434
295.9933552780003,302.2075456950006,1.0,301.617784434
303.99269890699907,308.0584437130001,1.0,307.4932587839994
303.99269890699907,308.0584437130001,1.0,307.4932587839994
311.99264447099995,317.15830502800054,1.0,316.61701924999943
311.99264447099995,317.15830502800054,1.0,316.61701924999943
319.99244689199986,326.4799450160008,0.0,
319.99244689199986,326.4799450160008,0.0,
335.9910666079995,339.7366997709996,1.0,339.241396677
335.9910666079995,339.7366997709996,1.0,339.241396677
343.990614196,350.53195617299934,0.0,
343.990614196,350.53195617299934,0.0,
351.99046200200064,356.08889416000056,1.0,355.4909199140002
351.99046200200064,356.08889416000056,1.0,355.4909199140002
359.9907570390005,366.60927224700026,0.0,
359.9907570390005,366.60927224700026,0.0,
367.9895164440004,375.1047724079999,0.0,
367.9895164440004,375.1047724079999,0.0,
375.9893268830001,380.37992507799936,1.0,
375.9893268830001,380.37992507799936,1.0,
383.98923841800024,390.2009139090005,1.0,389.3623211609993
383.98923841800024,390.2009139090005,1.0,389.3623211609993
399.9880750020002,406.84213576799993,0.0,
399.9880750020002,406.84213576799993,0.0,
407.9876700650002,414.56159952599955,0.0,
407.9876700650002,414.56159952599955,0.0,
415.98743358200045,422.58291430899953,0.0,
415.98743358200045,422.58291430899953,0.0,
423.98698112000056,430.63183440899957,0.0,
423.98698112000056,430.63183440899957,0.0,
431.986648058999,438.5688475799998,0.0,436.736307318999
431.986648058999,438.5688475799998,0.0,436.736307318999
439.9866990850005,445.30248186599965,1.0,444.73592005799946
439.9866990850005,445.30248186599965,1.0,444.73592005799946
447.9865699999991,454.5459422269996,0.0,
447.9865699999991,454.5459422269996,0.0,
11.997646596000777,13.07418837899968,1.0,
15.99961858200004,16.888096298000164,1.0,
19.996780491999743,21.242378998000277,1.0,
23.999681770999814,24.89556912700027,1.0,
27.996866700999817,28.88629022600071,1.0,
32.00031710999974,32.8007130320002,1.0,
35.996322119999604,37.01449437100018,1.0,
39.99705911899946,41.081953457000054,1.0,
43.99631783199948,45.16174433800006,1.0,
51.99541277800017,52.945356461999836,1.0,
55.996719209999355,57.14210898700003,1.0,
59.995172019000165,60.963090141000066,1.0,
63.99598999199952,64.85393051199935,1.0,
67.99486073600019,68.89148221399955,1.0,
71.99589906099936,72.8197013959998,1.0,
75.99440090899952,76.79427695099912,1.0,
83.9939214269998,84.92185800900006,1.0,
87.99465341799987,89.14293431199985,1.0,
91.99360426599924,92.87610517199937,1.0,
95.99470667499918,96.91058028999942,1.0,
99.99355640199974,100.8646034909998,1.0,
103.99440053500075,105.3013653880007,1.0,
107.99242699199931,109.0327128329991,1.0,
111.99374506599997,112.8718380070004,1.0,
115.99301687700063,117.05081164699914,1.0,
123.99246570099967,124.5396851229998,1.0,
127.99394359699909,129.2383326929994,1.0,
131.9922935960003,132.8879289159995,1.0,
135.99248922900006,136.9213340639999,1.0,
139.99134279200007,140.64527258399903,1.0,
143.9925950100005,144.91509826400033,1.0,
147.99107642799936,148.9046344060007,1.0,
151.9905724879991,152.84678337200057,1.0,
155.99107282099976,156.8172911269994,1.0,
163.9900261849998,165.58823370000027,1.0,
167.98967108599936,169.3809467760002,1.0,
171.98955255500005,173.9077551600003,1.0,
175.98991113299962,177.00685628199972,1.0,
179.98770766899906,180.92643407499963,1.0,
183.9880643559991,184.78394180100076,1.0,
187.98791465700015,188.60781066600066,1.0,
195.9883090179992,196.8342003359994,1.0,
199.98850293400028,201.77775611799916,1.0,
203.98884504300077,204.82161766799982,1.0,
207.98784846099988,209.36756930999945,1.0,
211.9880427629996,213.25125339199985,1.0,
215.98807525499979,216.91367067200008,1.0,
219.9879399349993,221.40023747399937,1.0,
11.99797276999925,13.016269570000077,1.0,
15.998891088000164,16.85319334199994,1.0,
19.99756176399933,20.823272419000205,1.0,
23.998445794000872,24.742436675000135,1.0,
27.996815381000488,28.63919140299913,1.0,
31.99852994399953,33.11694938599976,1.0,
35.997114763000354,36.5862911309996,1.0,
39.99758612199912,41.1978840619995,1.0,
47.99652704000073,48.69212362399958,1.0,
51.99563090800075,52.665216503999545,1.0,
55.9968680639995,56.80999475799945,1.0,
59.99604959700082,61.18707242600067,1.0,
63.99719163699956,64.81016316299974,1.0,
67.99490360600066,68.8517309660001,1.0,
71.99566015500022,73.01391077500011,1.0,
75.9947724320009,76.61020943400035,1.0,
79.9944211410002,81.14030690000072,1.0,
87.99415901000066,89.11259203500049,1.0,
91.99410852599976,92.86152765500083,1.0,
95.99311384999965,97.14786171299966,1.0,
99.99246198900073,101.84170901899961,1.0,
103.99273942800028,105.14192284700039,1.0,
107.99273062099928,108.83490973699918,1.0,
111.99316306100081,113.06553106300089,1.0,
119.99250477699934,121.40437176600062,1.0,
123.99301335599921,124.85882823599968,1.0,
127.99264958599997,129.02362397199977,1.0,
131.99274080800024,133.10155543200017,1.0,
135.99240144500072,136.98182835999978,1.0,
139.99188385399975,140.92112747700048,1.0,
143.9923799240005,145.2046988130005,1.0,
147.9916990670008,149.08944180300023,1.0,
151.99194312600048,153.17016277699986,1.0,
159.99109375800072,160.79397650600004,1.0,
163.9910021779997,165.2362291169993,1.0,
167.99027758400007,168.78944014899935,1.0,
171.9907422870001,172.8491421180006,1.0,
175.9900102850006,176.8070604050008,1.0,
179.99037941300048,180.6281722399999,1.0,
183.9901751260004,184.82243101099994,1.0,
191.9900934590005,193.13080058100059,1.0,
195.9890344939995,197.01840739100044,1.0,
